task_id,dataset_name,regime,tipo,model,split,auc_ovo,acc,g_mean,ce,time_seconds,error
363711,MIC,medio,multiclasse,xgboost,train,0.999979576577321,0.992430613961312,0.948484106969214,0.0711000849632257,16.81,
363711,MIC,medio,multiclasse,autogluon_default,test,0.6636028183689505,0.884313725490196,0.0,0.4949253149103944,502.55,
363711,MIC,medio,multiclasse,autogluon_default,train,0.95732026509783,0.9596299411269976,0.7498237524418815,0.1678968594416639,502.55,
363614,anneal,pequeno,multiclasse,mambular,test,,,,,187.72,"CUDA out of memory. Tried to allocate 20.00 MiB. GPU 0 has a total capacity of 11.49 GiB of which 54.75 MiB is free. Process 10087 has 76.60 MiB memory in use. Process 71807 has 28.34 MiB memory in use. Process 176923 has 23.59 MiB memory in use. Process 340498 has 5.53 GiB memory in use. Including non-PyTorch memory, this process has 4.88 GiB memory in use. Of the allocated memory 4.66 GiB is allocated by PyTorch, and 18.69 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
363696,qsar-biodeg,medio,binario,mambular,test,,,,,1402.43,"CUDA out of memory. Tried to allocate 246.00 MiB. GPU 0 has a total capacity of 11.49 GiB of which 304.56 MiB is free. Process 10087 has 76.35 MiB memory in use. Process 71807 has 28.34 MiB memory in use. Process 176923 has 23.59 MiB memory in use. Including non-PyTorch memory, this process has 4.70 GiB memory in use. Process 540730 has 5.51 GiB memory in use. Of the allocated memory 4.47 GiB is allocated by PyTorch, and 28.57 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
363711,MIC,medio,multiclasse,mambular,test,,,,,0.26,0
363614,anneal,pequeno,multiclasse,mambular,test,,,,,353.41,"CUDA out of memory. Tried to allocate 20.00 MiB. GPU 0 has a total capacity of 11.49 GiB of which 62.31 MiB is free. Process 10087 has 48.79 MiB memory in use. Process 71807 has 28.34 MiB memory in use. Process 176923 has 23.59 MiB memory in use. Process 593321 has 5.51 GiB memory in use. Including non-PyTorch memory, this process has 5.00 GiB memory in use. Of the allocated memory 4.77 GiB is allocated by PyTorch, and 18.69 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
363696,qsar-biodeg,medio,binario,mambular,test,,,,,443.27,"CUDA out of memory. Tried to allocate 328.00 MiB. GPU 0 has a total capacity of 11.49 GiB of which 190.38 MiB is free. Process 10087 has 48.79 MiB memory in use. Process 71807 has 28.34 MiB memory in use. Process 176923 has 39.59 MiB memory in use. Process 593321 has 5.51 GiB memory in use. Including non-PyTorch memory, this process has 4.88 GiB memory in use. Of the allocated memory 4.63 GiB is allocated by PyTorch, and 49.55 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
363711,MIC,medio,multiclasse,mambular,test,,,,,0.24,0
363711,MIC,medio,multiclasse,autogluon_extreme,test,0.6559302485033005,0.8862745098039215,0.0,0.4706720867627744,7203.44,
363711,MIC,medio,multiclasse,autogluon_extreme,train,0.998728111392585,0.9545836837678722,0.6561043432719155,0.1681536868472199,7203.44,
363682,Is-this-a-good-customer,medio,binario,lightgbm,test,0.739027459107394,0.8820116054158608,0.258666667684038,0.3201290194204434,1.29,
363682,Is-this-a-good-customer,medio,binario,lightgbm,train,0.9972277795606782,0.933665008291874,0.6503550051642909,0.1516618222253635,1.29,
363682,Is-this-a-good-customer,medio,binario,catboost,test,0.750758641107246,0.8878143133462283,0.1839138149193398,0.3157108403956859,6.62,
363682,Is-this-a-good-customer,medio,binario,catboost,train,0.9980198425433416,0.9502487562189056,0.7496958020560326,0.1432665473596582,6.62,
363682,Is-this-a-good-customer,medio,binario,xgboost,test,0.756124639182888,0.8858800773694391,0.183712486107027,0.311981272657477,0.75,
363682,Is-this-a-good-customer,medio,binario,xgboost,train,0.880179989484681,0.8897180762852405,0.2257243890202611,0.2591553592879087,0.75,
363682,Is-this-a-good-customer,medio,binario,autogluon_default,test,0.7711494337946858,0.8858800773694391,0.0,0.3082418411394778,11.07,
363682,Is-this-a-good-customer,medio,binario,autogluon_default,train,0.954306159655316,0.8864013266998342,0.0,0.2418175457896777,11.07,
363682,Is-this-a-good-customer,medio,binario,autogluon_extreme,test,0.7665605802679298,0.8858800773694391,0.0,0.312480463248784,224.67,
363682,Is-this-a-good-customer,medio,binario,autogluon_extreme,train,0.9410186203082216,0.8864013266998342,0.0,0.2561393365168675,224.67,
363684,Marketing_Campaign,medio,binario,lightgbm,test,0.8712325174825175,0.8720238095238095,0.6320131006874458,0.5815316437055399,1.75,
363684,Marketing_Campaign,medio,binario,lightgbm,train,0.9999423365240456,0.9961734693877552,0.9942233747578568,0.0054435543075062,1.75,
363684,Marketing_Campaign,medio,binario,catboost,test,0.8926398601398602,0.8794642857142857,0.5753989190847651,0.27614647701306,11.72,
363684,Marketing_Campaign,medio,binario,catboost,train,0.995550301772191,0.965561224489796,0.8770580193070292,0.1235230437044292,11.72,
363684,Marketing_Campaign,medio,binario,xgboost,test,0.869256993006993,0.8586309523809523,0.6128005185412914,0.311194691621955,1.2,
363684,Marketing_Campaign,medio,binario,xgboost,train,0.9995066569279464,0.9904336734693876,0.9674179220468452,0.069701718937638,1.2,
363684,Marketing_Campaign,medio,binario,autogluon_default,test,0.8965734265734265,0.8824404761904762,0.5843231695162929,0.2692157035080424,12.86,
363684,Marketing_Campaign,medio,binario,autogluon_default,train,0.9995579133510168,0.9808673469387756,0.9356343586828058,0.1060976681162096,12.86,
363684,Marketing_Campaign,medio,binario,autogluon_extreme,test,0.9016083916083916,0.8898809523809523,0.6528046002854501,0.2603628367848105,218.15,
363684,Marketing_Campaign,medio,binario,autogluon_extreme,train,0.9921417496380016,0.9521683673469388,0.8422560788434985,0.1305565641726949,218.15,
363700,seismic-bumps,medio,binario,lightgbm,test,0.7706017579445571,0.934278350515464,0.0,0.2087787574406191,1.99,
363700,seismic-bumps,medio,binario,lightgbm,train,0.9409500922926896,0.9369469026548672,0.2049800154226969,0.1496683377094567,1.99,
363700,seismic-bumps,medio,binario,catboost,test,0.7649763353617308,0.934278350515464,0.0,0.2091045923057,9.44,
363700,seismic-bumps,medio,binario,catboost,train,0.8540531665596967,0.9358407079646016,0.1587768372074889,0.1852400037010166,9.44,
363700,seismic-bumps,medio,binario,xgboost,test,0.7734550371872887,0.934278350515464,0.0,0.2077502133331396,0.85,
363700,seismic-bumps,medio,binario,xgboost,train,0.8877860202695643,0.9341814159292036,0.0,0.1763822569639477,0.85,
363700,seismic-bumps,medio,binario,autogluon_default,test,0.7684381338742394,0.934278350515464,0.0,0.2084327143695407,10.41,
363700,seismic-bumps,medio,binario,autogluon_default,train,0.8551079401565245,0.9341814159292036,0.0,0.1877948074129982,10.41,
363700,seismic-bumps,medio,binario,autogluon_extreme,test,0.761000676132522,0.934278350515464,0.0,0.2105348626135846,200.84,
363700,seismic-bumps,medio,binario,autogluon_extreme,train,0.8460279315989273,0.9341814159292036,0.0,0.1909996437182514,200.84,
363702,splice,medio,multiclasse,lightgbm,test,0.9952434011758008,0.96760710553814,0.97136797950125,0.1723477780095958,4.43,
363702,splice,medio,multiclasse,lightgbm,train,1.0,1.0,1.0,2.687586546004352e-06,4.43,
363702,splice,medio,multiclasse,catboost,test,0.9955558936479622,0.9634273772204808,0.9678911944374144,0.1141302176054324,8.5,
363702,splice,medio,multiclasse,catboost,train,1.0,1.0,1.0,0.0080181620293096,8.5,
363702,splice,medio,multiclasse,xgboost,test,0.9957512751366422,0.9686520376175548,0.970498694268076,0.1474056822247895,3.46,
363702,splice,medio,multiclasse,xgboost,train,0.999486706867474,0.9923869234214062,0.9911066083439491,0.0844733027665782,3.46,
363702,splice,medio,multiclasse,autogluon_default,test,0.9967772799367092,0.9696969696969696,0.9734920857794988,0.0939852825412861,331.36,
363702,splice,medio,multiclasse,autogluon_default,train,0.999848868557052,0.9905956112852664,0.9899661700304804,0.0290725078025497,331.36,
363702,splice,medio,multiclasse,autogluon_extreme,test,0.997068967047401,0.974921630094044,0.9768689019951162,0.1197148904800587,2776.53,
363702,splice,medio,multiclasse,autogluon_extreme,train,0.9999270932979932,0.9928347514554412,0.9920694282278348,0.0534814818143351,2776.53,
363704,students_dropout_and_academic_success,medio,multiclasse,lightgbm,test,0.8708853345754393,0.7560240963855421,0.6290292272353556,0.5720112215748548,5.96,
363704,students_dropout_and_academic_success,medio,multiclasse,lightgbm,train,0.954363366439294,0.8636950904392765,0.7968628828922167,0.3787985000293874,5.96,
363704,students_dropout_and_academic_success,medio,multiclasse,catboost,test,0.8739985794777817,0.7605421686746988,0.6223191921461987,0.5661710762312534,25.59,
363704,students_dropout_and_academic_success,medio,multiclasse,catboost,train,0.9363821251520028,0.838501291989664,0.7480605161768229,0.4327549871629756,25.59,
363704,students_dropout_and_academic_success,medio,multiclasse,xgboost,test,0.8750537749407307,0.7560240963855421,0.6279632303654501,0.5635375224412383,4.9,
363704,students_dropout_and_academic_success,medio,multiclasse,xgboost,train,0.9413770690195444,0.8456072351421189,0.7654974523520501,0.4199725268905674,4.9,
363704,students_dropout_and_academic_success,medio,multiclasse,autogluon_default,test,0.8823516796378073,0.7748493975903614,0.6409731249736798,0.5460641702723195,59.41,
363704,students_dropout_and_academic_success,medio,multiclasse,autogluon_default,train,0.9961317299467852,0.9515503875968992,0.9233219939357225,0.2307487366515679,59.41,
363704,students_dropout_and_academic_success,medio,multiclasse,autogluon_extreme,test,0.8832140328376239,0.7718373493975904,0.6365950905681984,0.54295446884272,973.49,
363704,students_dropout_and_academic_success,medio,multiclasse,autogluon_extreme,train,0.9835164050855776,0.9069767441860463,0.855331345265382,0.2913130212821734,973.49,
363623,churn,medio,binario,lightgbm,test,0.9221038907769836,0.956,0.852069969738065,0.3059827339230539,2.02,
363623,churn,medio,binario,lightgbm,train,1.0,1.0,1.0,4.901959472195698e-05,2.02,
363623,churn,medio,binario,catboost,test,0.9185698171803586,0.9613333333333334,0.8714382733416619,0.1534426909798955,14.45,
363623,churn,medio,binario,catboost,train,0.9977599623523086,0.9874285714285714,0.9545214042184236,0.0564446526069833,14.45,
363623,churn,medio,binario,xgboost,test,0.9089124575178718,0.9513333333333334,0.8375586267831984,0.1946207630903636,1.76,
363623,churn,medio,binario,xgboost,train,1.0,1.0,1.0,0.0113692948239411,1.76,
363623,churn,medio,binario,autogluon_default,test,0.917610307043244,0.9553333333333334,0.8517368045367699,0.1678226350122638,21.65,
363623,churn,medio,binario,autogluon_default,train,0.998224507974924,0.9817142857142858,0.9331168580124736,0.0744089751747188,21.65,
363623,churn,medio,binario,autogluon_extreme,test,0.9178245488105004,0.9593333333333334,0.860948644042387,0.1684473275589342,398.35,
